impact,id,description,help,helpUrl,tags,html,target,failureSummary
critical,image-alt,"Ensure <img> elements have alternative text or a role of none or presentation","Images must have alternative text","https://dequeuniversity.com/rules/axe/4.10/image-alt?application=axeAPI","cat.text-alternatives;wcag2a;wcag111;section508;section508.22.a;TTv5;TT7.a;TT7.b;EN-301-549;EN-9.1.1.1;ACT","<img class=\"not-prose block h-16\" src=\"/themes/contrib/asp-theme/images/icons/ico-documentation.svg\">",".border-dark-teal.hover--border-orange.group:nth-child(4) > .not-prose.h-16","Fix any of the following:\n  Element does not have an alt attribute\n  aria-label attribute does not exist or is empty\n  aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty\n  Element has no title attribute\n  Element's default semantics were not overridden with role=\"none\" or role=\"presentation\""
critical,image-alt,"Ensure <img> elements have alternative text or a role of none or presentation","Images must have alternative text","https://dequeuniversity.com/rules/axe/4.10/image-alt?application=axeAPI","cat.text-alternatives;wcag2a;wcag111;section508;section508.22.a;TTv5;TT7.a;TT7.b;EN-301-549;EN-9.1.1.1;ACT","<img class=\"not-prose block h-16\" src=\"/themes/contrib/asp-theme/images/icons/askci.svg\">",".border-dark-teal.hover--border-orange.group:nth-child(5) > .not-prose.h-16","Fix any of the following:\n  Element does not have an alt attribute\n  aria-label attribute does not exist or is empty\n  aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty\n  Element has no title attribute\n  Element's default semantics were not overridden with role=\"none\" or role=\"presentation\""
critical,image-alt,"Ensure <img> elements have alternative text or a role of none or presentation","Images must have alternative text","https://dequeuniversity.com/rules/axe/4.10/image-alt?application=axeAPI","cat.text-alternatives;wcag2a;wcag111;section508;section508.22.a;TTv5;TT7.a;TT7.b;EN-301-549;EN-9.1.1.1;ACT","<img class=\"not-prose block h-16\" src=\"/themes/contrib/asp-theme/images/icons/cilinks.svg\">",".border-dark-teal.hover--border-orange[href$=\"resources\"] > .not-prose.h-16","Fix any of the following:\n  Element does not have an alt attribute\n  aria-label attribute does not exist or is empty\n  aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty\n  Element has no title attribute\n  Element's default semantics were not overridden with role=\"none\" or role=\"presentation\""
critical,image-alt,"Ensure <img> elements have alternative text or a role of none or presentation","Images must have alternative text","https://dequeuniversity.com/rules/axe/4.10/image-alt?application=axeAPI","cat.text-alternatives;wcag2a;wcag111;section508;section508.22.a;TTv5;TT7.a;TT7.b;EN-301-549;EN-9.1.1.1;ACT","<img class=\"not-prose block h-16\" src=\"/themes/contrib/asp-theme/images/logos/access-ondemand.svg\">",".border-dark-teal.hover--border-orange[href$=\"ondemand\"] > .not-prose.h-16","Fix any of the following:\n  Element does not have an alt attribute\n  aria-label attribute does not exist or is empty\n  aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty\n  Element has no title attribute\n  Element's default semantics were not overridden with role=\"none\" or role=\"presentation\""
critical,image-alt,"Ensure <img> elements have alternative text or a role of none or presentation","Images must have alternative text","https://dequeuniversity.com/rules/axe/4.10/image-alt?application=axeAPI","cat.text-alternatives;wcag2a;wcag111;section508;section508.22.a;TTv5;TT7.a;TT7.b;EN-301-549;EN-9.1.1.1;ACT","<img class=\"not-prose block h-16\" src=\"/themes/contrib/asp-theme/images/logos/pegasus-horizontal-teal.svg\">",".border-dark-teal.hover--border-orange[href$=\"pegasus\"] > .not-prose.h-16","Fix any of the following:\n  Element does not have an alt attribute\n  aria-label attribute does not exist or is empty\n  aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty\n  Element has no title attribute\n  Element's default semantics were not overridden with role=\"none\" or role=\"presentation\""
critical,image-alt,"Ensure <img> elements have alternative text or a role of none or presentation","Images must have alternative text","https://dequeuniversity.com/rules/axe/4.10/image-alt?application=axeAPI","cat.text-alternatives;wcag2a;wcag111;section508;section508.22.a;TTv5;TT7.a;TT7.b;EN-301-549;EN-9.1.1.1;ACT","<img class=\"not-prose block h-16\" src=\"/themes/contrib/asp-theme/images/logos/xdmod-dk.png\">",".border-dark-teal.hover--border-orange[href$=\"xdmod\"] > .not-prose.h-16","Fix any of the following:\n  Element does not have an alt attribute\n  aria-label attribute does not exist or is empty\n  aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty\n  Element has no title attribute\n  Element's default semantics were not overridden with role=\"none\" or role=\"presentation\""
critical,image-alt,"Ensure <img> elements have alternative text or a role of none or presentation","Images must have alternative text","https://dequeuniversity.com/rules/axe/4.10/image-alt?application=axeAPI","cat.text-alternatives;wcag2a;wcag111;section508;section508.22.a;TTv5;TT7.a;TT7.b;EN-301-549;EN-9.1.1.1;ACT","<img class=\"not-prose block h-16\" src=\"/themes/contrib/asp-theme/images/icons/affinity-groups.svg\">",".border-dark-teal.hover--border-orange[href$=\"affinity_groups\"] > .not-prose.h-16","Fix any of the following:\n  Element does not have an alt attribute\n  aria-label attribute does not exist or is empty\n  aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty\n  Element has no title attribute\n  Element's default semantics were not overridden with role=\"none\" or role=\"presentation\""
critical,image-alt,"Ensure <img> elements have alternative text or a role of none or presentation","Images must have alternative text","https://dequeuniversity.com/rules/axe/4.10/image-alt?application=axeAPI","cat.text-alternatives;wcag2a;wcag111;section508;section508.22.a;TTv5;TT7.a;TT7.b;EN-301-549;EN-9.1.1.1;ACT","<img class=\"not-prose block h-16\" src=\"/themes/contrib/asp-theme/images/icons/join-the-cssn.svg\">",".border-dark-teal.hover--border-orange[href$=\"cssn\"] > .not-prose.h-16","Fix any of the following:\n  Element does not have an alt attribute\n  aria-label attribute does not exist or is empty\n  aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty\n  Element has no title attribute\n  Element's default semantics were not overridden with role=\"none\" or role=\"presentation\""
critical,image-alt,"Ensure <img> elements have alternative text or a role of none or presentation","Images must have alternative text","https://dequeuniversity.com/rules/axe/4.10/image-alt?application=axeAPI","cat.text-alternatives;wcag2a;wcag111;section508;section508.22.a;TTv5;TT7.a;TT7.b;EN-301-549;EN-9.1.1.1;ACT","<img class=\"not-prose block h-16\" src=\"/sites/default/files/user/badges/badge-new-access%20.png\">",".border-dark-teal.hover--border-orange[href$=\"badges\"] > .not-prose.h-16","Fix any of the following:\n  Element does not have an alt attribute\n  aria-label attribute does not exist or is empty\n  aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty\n  Element has no title attribute\n  Element's default semantics were not overridden with role=\"none\" or role=\"presentation\""
critical,label,"Ensure every form element has a label","Form elements must have labels","https://dequeuniversity.com/rules/axe/4.10/label?application=axeAPI","cat.forms;wcag2a;wcag412;section508;section508.22.n;TTv5;TT5.c;EN-301-549;EN-9.4.1.2;ACT","<textarea rows=\"1\" class=\"rcb-chat-input-textarea\" placeholder=\"\" style=\"cursor: url(&quot;data:image/svg+xml,%3csvg%20xmlns='http://www.w3.org/2000/svg'%20width='32'%20height='32'%20viewBox='0%200%2042%2042'%3e%3cpath%20style='fill:none;stroke-width:2;stroke-linecap:butt;stroke-linejoin:miter;stroke:%23b00000;stroke-opacity:1;stroke-miterlimit:4'%20d='M17%209a8%208%200%200%201-8%208%208%208%200%200%201-8-8%208%208%200%200%201%208-8%208%208%200%200%201%208%208Zm0%200'%20transform='rotate(.086)%20scale(1.77778)'/%3e%3cpath%20style='fill:none;stroke-width:2;stroke-linecap:butt;stroke-linejoin:miter;stroke:%23b00000;stroke-opacity:1;stroke-miterlimit:10'%20d='M14.66%2014.66%203.34%203.34'%20transform='rotate(.086)%20scale(1.77778)'/%3e%3c/svg%3e&quot;), auto; caret-color: transparent; box-sizing: content-box;\">",".embedded-qa-bot[data-initialized=\"true\"],textarea","Fix any of the following:\n  Element does not have an implicit (wrapped) <label>\n  Element does not have an explicit <label>\n  aria-label attribute does not exist or is empty\n  aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty\n  Element has no title attribute\n  Element has an empty placeholder attribute\n  Element's default semantics were not overridden with role=\"none\" or role=\"presentation\""
moderate,landmark-main-is-top-level,"Ensure the main landmark is at top level","Main landmark should not be contained in another landmark","https://dequeuniversity.com/rules/axe/4.10/landmark-main-is-top-level?application=axeAPI","cat.semantics;best-practice","<main role=\"main\" aria-label=\"Chat interface\">",".embedded-qa-bot[data-initialized=\"true\"],main[aria-label=\"Chat interface\"]","Fix any of the following:\n  The main landmark is contained in another landmark."
moderate,landmark-main-is-top-level,"Ensure the main landmark is at top level","Main landmark should not be contained in another landmark","https://dequeuniversity.com/rules/axe/4.10/landmark-main-is-top-level?application=axeAPI","cat.semantics;best-practice","<main role=\"main\" aria-label=\"Chat interface\">","#qa-bot,main[aria-label=\"Chat interface\"]","Fix any of the following:\n  The main landmark is contained in another landmark."
moderate,landmark-no-duplicate-main,"Ensure the document has at most one main landmark","Document should not have more than one main landmark","https://dequeuniversity.com/rules/axe/4.10/landmark-no-duplicate-main?application=axeAPI","cat.semantics;best-practice","<main role=\"main\" class=\"\">","main","Fix any of the following:\n  Document has more than one main landmark"
moderate,landmark-unique,"Ensure landmarks are unique","Landmarks should have a unique role or role/label/title (i.e. accessible name) combination","https://dequeuniversity.com/rules/axe/4.10/landmark-unique?application=axeAPI","cat.semantics;best-practice","<nav class=\"menu universal\">","#universal-menus,.universal","Fix any of the following:\n  The landmark must have a unique aria-label, aria-labelledby, or title to make landmarks distinguishable"
moderate,landmark-unique,"Ensure landmarks are unique","Landmarks should have a unique role or role/label/title (i.e. accessible name) combination","https://dequeuniversity.com/rules/axe/4.10/landmark-unique?application=axeAPI","cat.semantics;best-practice","<div class=\"qa-bot embedded-qa-bot\" role=\"region\" aria-label=\"Ask ACCESS tool\">",".embedded-qa-bot[data-initialized=\"true\"],.qa-bot.embedded-qa-bot[role=\"region\"]","Fix any of the following:\n  The landmark must have a unique aria-label, aria-labelledby, or title to make landmarks distinguishable"
moderate,landmark-unique,"Ensure landmarks are unique","Landmarks should have a unique role or role/label/title (i.e. accessible name) combination","https://dequeuniversity.com/rules/axe/4.10/landmark-unique?application=axeAPI","cat.semantics;best-practice","<main role=\"main\" aria-label=\"Chat interface\">",".embedded-qa-bot[data-initialized=\"true\"],main[aria-label=\"Chat interface\"]","Fix any of the following:\n  The landmark must have a unique aria-label, aria-labelledby, or title to make landmarks distinguishable"
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<div class=\"container\">","#header,.container","Fix any of the following:\n  Some page content is not contained by landmarks"
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<a href=\"#main-content\" class=\"visually-hidden focusable skip-link\">\n      Skip to main content\n    </a>",".focusable","Fix any of the following:\n  Some page content is not contained by landmarks"
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<div class=\"region region-cta h-full\">",".region-cta","Fix any of the following:\n  Some page content is not contained by landmarks"
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<div class=\"container\">","#footer,.container","Fix any of the following:\n  Some page content is not contained by landmarks"
